Date,Open,High,Low,Close,Volume
05/21/2024,"176.90","178.15","175.81","177.85","16,989,369"
05/20/2024,"176.19","178.77","176.08","176.92","22,554,400"
05/17/2024,"174.18","176.27","173.69","176.06","24,479,260"
05/16/2024,"173.29","175.12","172.69","174.18","27,867,949"
05/15/2024,"170.63","172.65","170.51","172.51","26,948,369"
05/14/2024,"169.77","171.25","168.80","170.34","25,127,141"
05/13/2024,"164.26","169.28","164.00","169.14","31,327,600"
05/10/2024,"168.03","169.85","166.19","168.65","29,799,930"
05/09/2024,"169.39","170.69","168.18","169.96","15,346,700"
05/08/2024,"169.00","170.15","168.74","169.38","19,569,150"
05/07/2024,"168.50","171.76","168.39","171.25","28,039,699"
05/06/2024,"167.46","168.14","166.03","168.10","21,871,279"
05/03/2024,"167.56","167.96","163.05","167.24","34,662,434"
05/02/2024,"164.79","166.73","163.89","166.62","24,294,551"
05/01/2024,"164.30","167.12","163.09","163.86","33,493,148"
04/30/2024,"165.61","168.10","162.60","162.78","33,562,859"
04/29/2024,"169.06","169.55","165.21","166.15","45,610,020"
04/26/2024,"174.37","174.71","169.65","171.95","64,665,301"
04/25/2024,"151.33","156.49","150.87","156.00","57,109,727"
04/24/2024,"157.49","159.57","157.17","159.13","22,779,109"
04/23/2024,"156.96","158.97","156.28","158.26","21,151,570"
04/22/2024,"154.31","157.64","154.06","156.28","26,446,211"
04/19/2024,"156.20","156.36","152.30","154.09","32,615,641"
04/18/2024,"155.34","156.94","154.62","156.01","19,883,039"
04/17/2024,"155.62","157.08","154.58","155.47","21,763,131"
04/16/2024,"154.19","155.65","153.43","154.40","20,779,500"
04/15/2024,"158.86","159.24","154.59","154.86","27,136,471"
04/12/2024,"157.96","160.22","157.14","157.73","25,353,750"
04/11/2024,"156.91","159.68","156.46","159.41","27,166,430"
04/10/2024,"156.21","156.61","154.68","156.14","22,838,631"
04/09/2024,"156.09","158.56","155.19","156.60","31,113,010"
04/08/2024,"152.78","155.27","152.61","154.85","20,701,971"
04/05/2024,"150.03","153.42","149.60","152.50","23,459,250"
04/04/2024,"153.50","154.77","150.45","150.53","34,724,738"
04/03/2024,"153.60","155.08","152.73","154.92","24,704,990"
04/02/2024,"153.50","154.70","152.15","154.56","24,585,990"
04/01/2024,"150.69","155.74","150.61","155.49","31,730,850"
03/28/2024,"150.85","151.43","150.17","150.93","24,485,391"
03/27/2024,"151.18","151.64","148.90","150.87","22,879,180"
03/26/2024,"150.22","152.26","149.98","150.67","22,149,141"
03/25/2024,"149.94","150.38","147.82","150.07","19,229,289"
03/22/2024,"149.12","151.58","148.98","150.77","29,211,770"
03/21/2024,"149.47","150.37","146.90","147.60","24,755,600"
03/20/2024,"148.00","148.86","146.74","148.74","21,311,500"
03/19/2024,"148.16","148.79","146.08","147.03","24,070,439"
03/18/2024,"148.61","152.15","147.17","147.68","69,273,695"
03/15/2024,"142.50","143.18","140.03","141.18","49,475,422"
03/14/2024,"141.19","143.59","140.46","143.10","42,753,391"
03/13/2024,"139.00","141.09","138.99","139.79","23,347,211"
03/12/2024,"137.03","139.38","137.03","138.50","27,563,350"
03/11/2024,"136.13","139.10","136.13","137.67","32,437,770"
03/08/2024,"134.21","138.09","134.00","135.41","39,370,391"
03/07/2024,"132.80","134.94","131.61","134.38","37,738,207"
03/06/2024,"133.12","133.58","130.85","131.40","35,318,609"
03/05/2024,"131.88","133.24","130.67","132.67","40,194,762"
03/04/2024,"135.66","135.66","131.91","133.35","55,999,422"
03/01/2024,"138.43","138.87","136.92","137.14","31,151,119"
02/29/2024,"137.28","138.86","136.40","138.46","42,132,953"
02/28/2024,"137.90","138.01","135.41","136.38","37,328,559"
02/27/2024,"138.02","139.25","137.09","138.88","33,099,191"
02/26/2024,"142.14","142.44","137.39","137.57","53,641,801"
02/23/2024,"143.67","144.68","143.43","143.96","19,493,750"
02/22/2024,"144.93","145.00","142.80","144.09","27,191,891"
02/21/2024,"141.45","142.69","140.68","142.55","23,315,689"
02/20/2024,"139.66","142.08","139.49","141.12","24,935,711"
02/16/2024,"142.99","143.19","140.14","140.52","31,468,930"
02/15/2024,"143.14","143.52","140.46","142.77","37,590,699"
02/14/2024,"146.08","146.52","144.09","145.94","22,704,170"
02/13/2024,"144.92","146.67","143.69","145.14","27,837,730"
02/12/2024,"148.42","149.34","147.37","147.53","21,564,090"
02/09/2024,"146.68","149.44","146.18","149.00","26,829,500"
02/08/2024,"145.83","146.33","145.11","145.91","22,563,760"
02/07/2024,"144.76","145.62","143.93","145.54","25,208,859"
02/06/2024,"144.65","145.36","143.19","144.10","29,128,199"
02/05/2024,"142.82","145.47","142.78","143.68","38,505,406"
02/02/2024,"139.26","142.62","136.50","142.38","62,499,566"
02/01/2024,"142.12","143.06","140.79","141.16","40,466,551"
01/31/2024,"143.62","144.00","139.87","140.10","71,910,039"
01/30/2024,"152.80","153.62","151.19","151.46","36,331,832"
01/29/2024,"152.06","153.78","151.43","153.51","27,784,260"
01/26/2024,"151.10","152.54","151.01","152.19","26,115,490"
01/25/2024,"150.07","153.05","149.54","151.87","29,149,070"
01/24/2024,"148.54","149.86","148.10","148.70","25,233,449"
01/23/2024,"145.89","147.18","145.50","147.04","21,636,131"
01/22/2024,"147.10","148.39","145.84","145.99","32,200,369"
01/19/2024,"144.74","146.45","144.38","146.38","34,271,871"
01/18/2024,"142.05","144.21","141.99","143.48","25,746,420"
01/17/2024,"141.35","141.84","138.90","141.47","20,968,650"
01/16/2024,"142.00","144.35","141.45","142.49","22,670,471"
01/12/2024,"142.67","143.20","141.82","142.65","18,785,510"
01/11/2024,"143.49","145.22","140.64","142.08","24,008,721"
01/10/2024,"141.00","143.00","140.91","142.28","21,320,199"
01/09/2024,"138.50","141.49","138.15","140.95","24,759,600"
01/08/2024,"136.29","139.01","136.26","138.84","21,403,980"
01/05/2024,"136.75","137.16","135.15","135.73","22,513,850"
01/04/2024,"138.42","139.16","136.35","136.39","27,137,740"
01/03/2024,"137.25","139.63","137.08","138.92","24,212,150"
01/02/2024,"138.55","139.45","136.48","138.17","23,711,221"
12/29/2023,"139.63","140.36","138.78","139.69","18,733,020"
12/28/2023,"140.78","141.14","139.75","140.23","16,045,710"
12/27/2023,"141.59","142.08","139.89","140.37","19,628,619"
12/26/2023,"141.59","142.68","141.19","141.52","16,780,330"
12/22/2023,"140.77","141.99","140.71","141.49","26,532,199"
12/21/2023,"139.49","140.69","139.18","140.42","27,488,279"
12/20/2023,"138.97","141.70","138.07","138.34","49,107,180"
12/19/2023,"136.84","137.47","136.08","136.65","25,476,750"
12/18/2023,"132.63","137.15","132.43","135.80","32,257,971"
12/15/2023,"131.62","133.51","131.18","132.60","50,847,113"
12/14/2023,"133.38","133.72","129.69","131.94","38,722,406"
12/13/2023,"133.38","133.50","131.57","132.57","30,104,779"
12/12/2023,"131.81","133.00","131.26","132.52","29,032,830"
12/11/2023,"132.38","133.34","131.36","133.29","31,138,010"
12/08/2023,"134.20","136.40","134.03","134.99","32,260,109"
12/07/2023,"135.04","138.56","134.70","136.93","56,767,102"
12/06/2023,"131.44","131.84","129.88","130.02","23,576,180"
12/05/2023,"128.95","132.14","128.25","130.99","27,384,779"
12/04/2023,"129.88","130.03","127.90","129.27","36,669,879"
12/01/2023,"131.86","132.11","130.67","131.86","31,442,260"
11/30/2023,"135.05","135.55","131.28","132.53","38,988,262"
11/29/2023,"137.57","138.29","134.84","134.99","23,967,221"
11/28/2023,"136.08","137.25","135.42","137.20","18,730,029"
11/27/2023,"136.03","138.42","136.00","136.41","23,436,529"
11/24/2023,"138.03","138.13","135.99","136.69","12,514,320"
11/22/2023,"137.47","139.42","137.47","138.49","17,820,461"
11/21/2023,"136.29","137.18","135.96","136.97","22,635,270"
11/20/2023,"133.69","136.66","133.62","136.25","27,850,760"
11/17/2023,"136.00","136.06","133.65","135.31","37,287,688"
11/16/2023,"135.19","137.22","134.32","136.93","28,013,180"
11/15/2023,"134.87","135.03","133.57","134.62","23,861,520"
11/14/2023,"134.19","135.70","133.32","133.62","32,395,180"
11/13/2023,"131.78","132.59","131.25","132.09","18,324,750"
11/10/2023,"130.11","132.80","129.41","132.59","26,927,830"
11/09/2023,"131.96","132.55","130.07","130.24","23,747,770"
11/08/2023,"130.97","132.21","130.78","131.84","26,425,850"
11/07/2023,"130.71","131.91","129.88","130.97","29,757,279"
11/06/2023,"129.05","130.34","128.67","130.25","19,052,740"
11/03/2023,"128.02","129.53","127.86","129.10","26,393,109"
11/02/2023,"128.42","128.98","126.93","127.49","27,124,650"
11/01/2023,"124.07","126.49","123.72","126.45","30,082,439"
10/31/2023,"125.06","125.37","122.69","124.08","26,292,340"
10/30/2023,"123.21","125.40","122.75","124.46","28,940,080"
10/27/2023,"122.88","123.31","120.21","122.17","44,566,512"
10/26/2023,"123.27","124.33","121.27","122.28","57,061,141"
10/25/2023,"128.16","128.31","125.07","125.61","84,366,211"
10/24/2023,"137.83","139.36","137.42","138.81","44,814,320"
10/23/2023,"135.04","137.66","133.95","136.50","26,317,930"
10/20/2023,"137.33","137.87","135.08","135.60","26,335,670"
10/19/2023,"138.50","139.66","137.38","137.75","26,066,010"
10/18/2023,"139.45","140.72","137.38","137.96","23,375,000"
10/17/2023,"138.63","139.90","137.18","139.72","23,515,779"
10/16/2023,"138.17","139.63","137.99","139.10","28,501,869"
10/13/2023,"139.38","140.00","136.62","137.36","23,435,600"
10/12/2023,"141.05","141.22","138.26","138.97","24,765,539"
10/11/2023,"138.58","141.11","138.58","140.55","25,884,301"
10/10/2023,"138.50","139.72","137.33","138.06","27,786,609"
10/09/2023,"136.94","138.94","135.61","138.42","19,278,070"
10/06/2023,"134.01","138.16","134.01","137.58","27,597,600"
10/05/2023,"135.07","135.49","133.45","135.07","19,832,619"
10/04/2023,"132.79","135.57","132.53","135.24","26,752,301"
10/03/2023,"133.94","134.26","131.84","132.43","22,989,400"
10/02/2023,"131.21","134.42","131.17","134.17","22,288,039"
09/29/2023,"133.28","134.05","130.36","130.86","30,859,789"
09/28/2023,"129.84","133.30","129.79","132.31","22,513,131"
09/27/2023,"128.57","130.90","128.57","130.54","22,746,449"
09/26/2023,"129.77","130.36","127.22","128.57","25,718,699"
09/25/2023,"129.83","131.17","128.96","131.11","20,094,641"
09/22/2023,"130.76","132.03","129.60","130.25","26,397,340"
09/21/2023,"131.44","132.23","130.07","130.44","31,503,910"
09/20/2023,"138.08","138.08","133.62","133.74","29,927,480"
09/19/2023,"137.42","138.41","136.62","138.04","20,353,650"
09/18/2023,"136.61","139.16","136.61","138.21","21,861,350"
