Date,Open,High,Low,Close,Volume
07/08/2024,"466.55","467.70","464.46","466.24","12,962,320"
07/05/2024,"459.61","468.35","458.97","467.56","16,000,290"
07/03/2024,"458.19","461.02","457.88","460.77","9,932,830"
07/02/2024,"453.20","459.59","453.11","459.28","13,979,780"
07/01/2024,"448.66","457.37","445.66","456.73","17,662,820"
06/28/2024,"453.07","455.38","446.41","446.95","28,362,270"
06/27/2024,"452.18","456.17","451.77","452.85","14,806,320"
06/26/2024,"449.00","453.60","448.19","452.16","16,507,029"
06/25/2024,"448.25","451.42","446.75","450.95","16,747,529"
06/24/2024,"449.80","452.75","446.41","447.67","15,913,720"
06/21/2024,"447.38","450.58","446.51","449.78","34,486,168"
06/20/2024,"446.30","446.53","441.27","445.70","19,877,381"
06/18/2024,"449.71","450.14","444.89","446.34","17,112,500"
06/17/2024,"442.59","450.94","440.72","448.37","20,790,029"
06/14/2024,"438.28","443.14","436.72","442.57","13,581,990"
06/13/2024,"440.85","443.39","439.37","441.58","15,960,570"
06/12/2024,"435.32","443.40","433.25","441.06","22,366,230"
06/11/2024,"425.48","432.82","425.25","432.68","14,551,100"
06/10/2024,"424.70","428.08","423.89","427.87","14,003,030"
06/07/2024,"426.20","426.28","423.00","423.85","13,621,650"
06/06/2024,"424.01","425.31","420.58","424.52","14,861,250"
06/05/2024,"417.81","424.08","416.30","424.01","16,988,039"
06/04/2024,"412.43","416.44","409.68","416.07","14,348,920"
06/03/2024,"415.53","416.43","408.92","413.52","17,484,680"
05/31/2024,"416.75","416.75","404.51","415.13","47,995,246"
05/30/2024,"424.30","424.30","414.24","414.67","28,424,850"
05/29/2024,"425.69","430.94","425.69","429.17","15,517,130"
05/28/2024,"429.63","430.82","426.60","430.32","15,718,020"
05/24/2024,"427.19","431.06","424.41","430.16","11,855,290"
05/23/2024,"432.97","433.60","425.42","427.00","17,211,689"
05/22/2024,"430.09","432.41","427.13","430.52","18,073,699"
05/21/2024,"426.83","432.97","424.85","429.04","21,453,260"
05/20/2024,"420.21","426.77","419.99","425.34","16,272,140"
05/17/2024,"422.54","422.92","418.03","420.21","15,352,240"
05/16/2024,"421.80","425.42","420.35","420.99","17,530,051"
05/15/2024,"417.90","423.81","417.27","423.08","22,239,529"
05/14/2024,"412.02","417.49","411.55","416.56","15,109,310"
05/13/2024,"418.01","418.35","410.82","413.72","15,440,230"
05/10/2024,"412.94","415.38","411.80","414.74","13,402,280"
05/09/2024,"410.57","412.72","409.10","412.32","14,689,730"
05/08/2024,"408.17","412.23","406.71","410.54","11,792,310"
05/07/2024,"414.66","414.67","409.09","409.34","20,018,230"
05/06/2024,"408.76","413.93","406.37","413.54","16,996,641"
05/03/2024,"402.28","407.15","401.86","406.66","17,446,721"
05/02/2024,"397.66","399.93","394.65","397.84","17,709,359"
05/01/2024,"392.61","401.72","390.31","394.94","23,562,480"
04/30/2024,"401.49","402.16","389.17","389.33","28,781,369"
04/29/2024,"405.25","406.32","399.19","402.25","19,582,090"
04/26/2024,"412.17","413.00","405.76","406.32","29,694,650"
04/25/2024,"394.03","399.89","388.03","399.04","40,586,449"
04/24/2024,"409.56","412.47","406.78","409.06","15,065,330"
04/23/2024,"404.24","408.20","403.06","407.57","15,734,500"
04/22/2024,"400.08","402.85","395.75","400.96","20,286,881"
04/19/2024,"404.03","405.48","397.77","399.12","30,565,789"
04/18/2024,"410.63","411.89","403.95","404.27","21,029,920"
04/17/2024,"417.25","418.88","410.33","411.84","15,855,490"
04/16/2024,"414.57","418.40","413.73","414.58","16,765,619"
04/15/2024,"426.60","426.82","413.43","413.64","20,273,539"
04/12/2024,"424.05","425.18","419.77","421.90","19,253,750"
04/11/2024,"425.82","429.37","422.36","427.93","17,966,420"
04/10/2024,"422.19","424.03","419.70","423.26","16,216,580"
04/09/2024,"426.44","427.74","421.62","426.28","12,512,290"
04/08/2024,"425.17","427.28","423.30","424.59","14,272,390"
04/05/2024,"420.01","426.51","418.32","425.52","16,554,760"
04/04/2024,"424.99","428.67","417.57","417.88","19,370,881"
04/03/2024,"419.73","423.26","419.09","420.45","16,502,260"
04/02/2024,"420.11","422.38","417.84","421.44","17,911,990"
04/01/2024,"423.95","427.89","422.22","424.57","16,315,960"
03/28/2024,"420.96","421.87","419.12","420.72","21,871,160"
03/27/2024,"424.44","424.45","419.01","421.43","16,704,980"
03/26/2024,"425.61","425.99","421.35","421.65","16,725,650"
03/25/2024,"425.24","427.41","421.61","422.86","18,060,449"
03/22/2024,"429.70","429.86","426.07","428.74","17,648,471"
03/21/2024,"429.83","430.82","427.16","429.37","21,296,221"
03/20/2024,"422.00","425.96","420.66","425.23","17,860,090"
03/19/2024,"417.83","421.67","415.55","421.41","19,837,920"
03/18/2024,"414.25","420.73","413.78","417.32","20,105,980"
03/15/2024,"419.29","422.60","412.79","416.42","45,079,898"
03/14/2024,"420.24","427.82","417.99","425.22","34,157,301"
03/13/2024,"418.10","418.18","411.45","415.10","17,115,930"
03/12/2024,"407.62","415.57","406.79","415.28","22,457,000"
03/11/2024,"403.76","405.68","401.26","404.52","16,120,750"
03/08/2024,"407.96","410.42","404.33","406.22","18,002,189"
03/07/2024,"406.12","409.78","402.24","409.14","18,718,480"
03/06/2024,"402.97","405.16","398.39","402.09","22,344,150"
03/05/2024,"413.96","414.25","400.64","402.65","26,919,180"
03/04/2024,"413.44","417.35","412.32","414.92","17,595,961"
03/01/2024,"411.27","415.87","410.88","415.50","17,823,449"
02/29/2024,"408.64","414.20","405.92","413.64","31,947,260"
02/28/2024,"408.18","409.30","405.32","407.72","13,183,130"
02/27/2024,"407.99","408.32","403.85","407.48","14,835,830"
02/26/2024,"411.46","412.16","407.36","407.54","16,193,510"
02/23/2024,"415.67","415.86","408.97","410.34","16,295,880"
02/22/2024,"410.19","412.83","408.57","411.65","27,009,869"
02/21/2024,"400.17","402.29","397.22","402.18","18,631,070"
02/20/2024,"403.24","404.49","398.01","402.79","24,307,920"
02/16/2024,"407.96","408.29","403.44","404.06","22,296,500"
02/15/2024,"408.14","409.13","404.29","406.56","21,825,529"
02/14/2024,"408.07","409.84","404.57","409.49","20,401,189"
02/13/2024,"404.94","410.07","403.39","406.32","27,824,939"
02/12/2024,"420.56","420.74","414.75","415.26","21,202,920"
02/09/2024,"415.25","420.82","415.09","420.55","22,032,840"
02/08/2024,"414.05","415.56","412.53","414.11","21,225,260"
02/07/2024,"407.44","414.30","407.40","414.05","22,340,529"
02/06/2024,"405.88","407.97","402.91","405.49","18,382,619"
02/05/2024,"409.90","411.16","403.99","405.65","25,352,289"
02/02/2024,"403.81","412.65","403.56","411.22","28,256,670"
02/01/2024,"401.83","408.00","401.80","403.78","30,657,730"
01/31/2024,"406.96","415.32","397.21","397.58","47,871,102"
01/30/2024,"412.26","413.05","406.45","408.59","33,477,609"
01/29/2024,"406.06","409.98","404.33","409.72","24,510,240"
01/26/2024,"404.37","406.17","402.43","403.93","17,803,270"
01/25/2024,"404.32","407.01","402.53","404.87","21,021,160"
01/24/2024,"401.54","405.63","400.45","402.56","24,866,949"
01/23/2024,"395.75","399.38","393.93","398.90","20,525,881"
01/22/2024,"400.02","400.62","393.59","396.51","27,016,900"
01/19/2024,"395.76","398.67","393.50","398.67","29,331,141"
01/18/2024,"391.72","393.99","390.12","393.87","23,392,070"
01/17/2024,"387.98","390.11","384.81","389.47","22,234,109"
01/16/2024,"393.66","394.03","387.62","390.27","27,202,270"
01/12/2024,"385.49","388.68","384.65","388.47","21,661,150"
01/11/2024,"386.00","390.68","380.38","384.63","27,850,850"
01/10/2024,"376.37","384.17","376.32","382.77","25,514,250"
01/09/2024,"372.01","375.99","371.19","375.79","20,829,949"
01/08/2024,"369.30","375.20","369.01","374.69","23,133,971"
01/05/2024,"368.97","372.06","366.50","367.75","21,004,580"
01/04/2024,"370.67","373.10","367.17","367.94","20,901,500"
01/03/2024,"369.01","373.26","368.51","370.60","23,083,471"
01/02/2024,"373.86","375.90","366.77","370.87","25,258,631"
12/29/2023,"376.00","377.16","373.48","376.04","18,730,840"
12/28/2023,"375.37","376.46","374.16","375.28","14,327,010"
12/27/2023,"373.69","375.06","372.81","374.07","14,905,410"
12/26/2023,"375.00","376.94","373.50","374.66","12,673,050"
12/22/2023,"373.68","375.18","372.71","374.58","17,107,480"
12/21/2023,"372.56","374.41","370.04","373.54","17,708,010"
12/20/2023,"375.00","376.03","370.53","370.62","26,316,650"
12/19/2023,"371.49","373.26","369.84","373.26","20,603,660"
12/18/2023,"369.45","373.00","368.68","372.65","21,802,881"
12/15/2023,"366.85","372.40","366.28","370.73","78,502,320"
12/14/2023,"373.31","373.76","364.13","365.93","43,277,461"
12/13/2023,"376.02","377.64","370.77","374.37","30,955,529"
12/12/2023,"370.85","374.42","370.46","374.38","24,838,250"
12/11/2023,"368.48","371.60","366.10","371.30","27,708,760"
12/08/2023,"369.20","374.46","368.23","374.23","20,154,369"
12/07/2023,"368.23","371.45","366.32","370.95","23,118,859"
12/06/2023,"373.54","374.18","368.03","368.80","21,182,070"
12/05/2023,"366.45","373.08","365.62","372.52","23,065,039"
12/04/2023,"369.10","369.52","362.90","369.14","32,063,311"
12/01/2023,"376.76","378.16","371.31","374.51","33,040,469"
11/30/2023,"378.49","380.09","375.47","378.91","30,554,420"
11/29/2023,"383.76","384.30","377.44","378.85","28,963,400"
11/28/2023,"378.35","383.00","378.16","382.70","20,453,109"
11/27/2023,"376.78","380.64","376.20","378.61","22,179,230"
11/24/2023,"377.33","377.97","375.14","377.43","10,176,650"
11/22/2023,"378.00","379.79","374.97","377.85","23,361,180"
11/21/2023,"375.67","376.22","371.12","373.07","28,423,150"
11/20/2023,"371.22","378.87","371.00","377.44","52,528,961"
11/17/2023,"373.61","374.37","367.00","369.85","40,325,367"
11/16/2023,"370.96","376.35","370.18","376.17","27,182,320"
11/15/2023,"371.28","373.13","367.11","369.67","26,860,100"
11/14/2023,"371.01","371.95","367.35","370.27","27,683,859"
11/13/2023,"368.22","368.47","365.90","366.68","19,986,510"
11/10/2023,"361.49","370.10","361.07","369.67","28,065,160"
11/09/2023,"362.30","364.79","360.36","360.69","24,847,330"
11/08/2023,"361.68","363.87","360.55","363.20","26,767,830"
11/07/2023,"359.40","362.46","357.63","360.53","25,833,930"
11/06/2023,"353.45","357.54","353.35","356.53","23,828,301"
11/03/2023,"349.63","354.39","347.33","352.80","23,637,670"
11/02/2023,"347.24","348.83","344.77","348.32","24,348,070"
11/01/2023,"339.79","347.42","339.65","346.07","28,158,820"
10/31/2023,"338.85","339.00","334.69","338.11","20,265,279"
10/30/2023,"333.41","339.45","331.83","337.31","22,828,080"
10/27/2023,"330.43","336.72","328.40","329.81","29,856,520"
10/26/2023,"340.54","341.63","326.94","327.89","37,828,539"
10/25/2023,"345.02","346.20","337.62","340.67","55,053,832"
10/24/2023,"331.30","331.84","327.60","330.53","31,153,570"
10/23/2023,"325.47","332.73","324.39","329.32","24,374,750"
10/20/2023,"331.72","331.92","325.45","326.67","25,027,721"
10/19/2023,"332.15","336.88","330.91","331.32","25,052,070"
10/18/2023,"332.49","335.59","328.30","330.11","23,153,600"
10/17/2023,"329.59","333.46","327.41","332.06","18,338,520"
10/16/2023,"331.05","336.14","330.60","332.64","22,158,051"
10/13/2023,"332.38","333.83","326.36","327.73","21,085,699"
10/12/2023,"330.57","333.63","328.72","331.16","19,313,100"
10/11/2023,"331.21","332.82","329.14","332.42","20,063,250"
10/10/2023,"330.96","331.10","327.67","328.39","20,557,090"
10/09/2023,"324.75","330.30","323.18","329.82","19,891,180"
10/06/2023,"316.55","329.19","316.30","327.26","25,673,631"
10/05/2023,"319.09","319.98","314.90","319.36","16,965,631"
10/04/2023,"314.03","320.04","314.00","318.96","20,720,141"
10/03/2023,"320.83","321.39","311.22","313.39","21,033,490"
10/02/2023,"316.28","321.89","315.18","321.80","20,570,010"
09/29/2023,"317.75","319.47","314.98","315.75","24,147,301"
09/28/2023,"310.99","315.48","309.45","313.64","19,683,561"
09/27/2023,"312.30","314.30","309.69","312.79","19,410,080"
09/26/2023,"315.13","315.88","310.02","312.14","26,297,570"
09/25/2023,"316.59","317.67","315.00","317.54","17,835,961"
09/22/2023,"321.32","321.45","316.15","317.01","21,447,891"
09/21/2023,"319.26","325.35","315.00","319.53","35,560,359"
09/20/2023,"329.51","329.59","320.51","320.77","21,436,529"
09/19/2023,"326.17","329.39","324.51","328.65","16,514,490"
09/18/2023,"327.80","330.40","326.36","329.06","16,834,211"
